name,ACH-000159,ACH-000189,ACH-000234,ACH-000246,ACH-000250,ACH-000262,ACH-000272,ACH-000313,ACH-000317,ACH-000375,ACH-000385,ACH-000411,ACH-000433,ACH-000484,ACH-000495,ACH-000600,ACH-000649,ACH-000684,ACH-000709,ACH-000792,ACH-000907,ACH-001163,ACH-001194,ACH-001310,ACH-001398,ACH-001532,ACH-001687,ACH-001688,ACH-002150,ACH-002189,most_freq
MYBBP1A,aE,aE,E,aE,aE,E,aE,aNE,aE,aNE,aE,aE,E,aNE,aE,aE,E,E,aNE,E,aE,aE,aNE,aE,aE,aE,aE,aE,aE,aE,aE
MYBL1,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE
MYBL2,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE
MYBPC1,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE
MYBPC2,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE
MYBPC3,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE
MYBPH,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYBPHL,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYC,aE,E,E,E,aE,E,aE,aE,E,E,E,E,E,aE,aE,aE,E,aE,E,E,aE,E,aE,E,E,E,E,E,E,E,E
MYCBP,aNE,NE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYCBPAP,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE
MYCL,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
MYCN,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYCT1,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE
MYD88,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE
MYDGF,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE
MYEF2,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE
MYEOV,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
MYF5,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE
MYF6,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
MYG1,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYH1,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE
MYH10,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE
MYH11,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
MYH13,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
MYH14,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYH15,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE
MYH2,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYH3,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
MYH4,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
MYH6,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
MYH7,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE
MYH7B,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYH8,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE
MYH9,aNE,NE,aNE,aNE,aNE,aE,aE,aE,aNE,aNE,aE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,NE,aNE,NE,aE,aNE,E,aE,aNE
MYL1,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE
MYL10,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE
MYL12A,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYL12B,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE
MYL2,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE
MYL3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE
MYL4,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYL5,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE
MYL6,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYL6B,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
MYL7,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYL9,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE
MYLIP,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE
MYLK,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE
MYLK2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYLK3,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE
MYLK4,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE
MYLPF,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE
MYMK,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE
MYNN,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
MYO10,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE
MYO15A,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYO16,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE
MYO18A,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYO18B,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE
MYO19,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYO1A,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYO1B,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE
MYO1C,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYO1D,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE
MYO1E,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
MYO1F,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE
MYO1G,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYO1H,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aE,aNE,aE,aNE,aE,aNE,aNE,aE,aE,aE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE
MYO3A,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE
MYO3B,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYO5A,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE
MYO5B,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE
MYO5C,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE
MYO6,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE
MYO7A,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
MYO7B,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE
MYO9A,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE
MYO9B,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
MYOC,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE
MYOCD,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE
MYOD1,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE
MYOF,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE
MYOG,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE
MYOM1,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE
MYOM2,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE
MYOM3,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE
MYOT,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYOZ1,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
MYOZ2,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
MYOZ3,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE
MYPN,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE
MYPOP,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYRF,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,E,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MYRIP,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE
MYSM1,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
MYT1,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
MYT1L,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MZB1,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
MZF1,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
MZT1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
N4BP1,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE
N4BP2,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE
N4BP2L1,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE
N4BP2L2,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE
N4BP3,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE
N6AMT1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aE,aNE,aNE
NAA10,E,E,E,E,E,E,E,E,aE,E,E,E,aE,E,E,,E,aE,E,E,E,E,E,E,E,E,E,E,E,aE,E
NAA11,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE
NAA15,aE,aE,aE,aE,aE,aE,aE,E,aE,aE,E,aE,aE,aE,aE,E,E,aE,aE,aE,E,E,aE,aE,aE,aE,aE,aE,aE,aE,aE
NAA16,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE
NAA20,aE,aE,aE,aE,aE,aE,aE,E,aNE,aE,aNE,aE,aE,aE,aE,E,aE,aNE,aNE,aE,aNE,aE,aE,aNE,aE,aE,aE,aE,aE,aNE,aE
NAA25,aE,aE,E,aE,aE,aE,aE,aNE,aNE,aE,aE,aE,aNE,aE,aE,aE,aE,aNE,aE,aE,aNE,aNE,aE,aE,aE,aE,aE,aE,aE,aNE,aE
NAA30,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,NE,aNE
NAA35,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,NE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,NE,aNE
NAA38,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAA40,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAA50,E,E,E,E,E,E,E,E,E,aE,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,aE,E,E,E
