"id","label","KBM7_CS_label","wang_consensus_o","wang_consensus_e","label_crispr_100","label_crispr_50","label_crispr_25","label_crispr_10","label_CS_ACH_most_freq","label_CS_ACH_CS0_100","fba_label","avana0","avana10","EPGAT_OGEE","avana_OGEE","sanger_OGEE","novartis_OGEE"
"ENSG00000127328","n5130","NE","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000288185","n5131","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE",NA,"NE","NE",NA
"ENSG00000166482","n5132","E","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000134698","n5133","ND","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000169291","n5134","ND","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000174799","n5135","ND","CS2","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE",NA
"ENSG00000166974","n5136","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000164615","n5137","ND","CS1","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE",NA
"ENSG00000175166","n5138","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E","NE"
"ENSG00000138835","n5139","E","CS7","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE",NA
"ENSG00000136960","n5140","ND","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000081041","n5141","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000122779","n5142","NE","CS2","E","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000113889","n5143","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000111737","n5144","E","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000120054","n5145","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE",NA
"ENSG00000049245","n5146","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000144857","n5147","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000167112","n5148","NE","CS0","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000128641","n5149","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000069329","n5150","E","CS0","E","E","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","NE","NE",NA
"ENSG00000099331","n5151","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000133119","n5152","ND","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E","NE"
"ENSG00000148926","n5153","NE","CS9","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000089737","n5154","ND","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E","NE"
"ENSG00000128833","n5155","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000174021","n5156","NE","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000115216","n5157","NE","CS1","E","NE","NE","NE","NE","E","CS1","CS1",NA,"E","E","E","NE","NE","NE"
"ENSG00000163374","n5158","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000137936","n5159","NE","CS3","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000138795","n5160","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000148688","n5161","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","NE","E",NA
"ENSG00000155229","n5162","NE","CS0","E","NE","NE","NE","NE","NE","CS1","CS1",NA,"ND","ND","E","E","E","NE"
"ENSG00000021355","n5163","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000114126","n5164","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000078304","n5165","NE","CS7","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000133030","n5166","NE","CS2","E","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000126785","n5167","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000123562","n5168","NE","CS8","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE",NA
"ENSG00000163947","n5169","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000165660","n5170","NE",NA,NA,NA,"NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000288130","n5171","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE",NA,"NE","NE",NA
"ENSG00000197037","n5172","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000149294","n5173","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","E",NA,NA,"NE"
"ENSG00000130203","n5174","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000134480","n5175","NE","CS0","E","E","NE","NE","E","E","CS1","CS1",NA,"ND","ND","E","E","NE","NE"
"ENSG00000184984","n5176","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000198353","n5177","NE","CS7","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000089902","n5178","ND","CS1","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000140854","n5179","NE","CS1","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"E","E","E","NE","NE","NE"
"ENSG00000288399","n5180","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE",NA,"NE","NE","NE"
"ENSG00000158796","n5181","NE","CS9","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000077312","n5182","NE","CS1","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"E","NE","E","NE","NE","NE"
"ENSG00000136051","n5183","NE",NA,NA,NA,"NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE",NA,NA
"ENSG00000141837","n5184","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000171680","n5185","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000150054","n5186","NE","CS6","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000102265","n5187","NE","CS3","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","E","NE","NE",NA
"ENSG00000151006","n5188","NE","CS1","E","NE","NE","NE","NE","NE","CS6","CS6",NA,"ND","ND","NE","NE","NE",NA
"ENSG00000167491","n5189","NE","CS2","E","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE",NA
"ENSG00000100739","n5190","NE","CS4","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000129250","n5191","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000143612","n5192","NE","CS5","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000143947","n5193","E","CS0","E","E","E","E","E","E","CS0","CS0",NA,"ND","ND","E","E","E","NE"
"ENSG00000178363","n5194","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000088256","n5195","NE","CS1","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000139132","n5196","ND","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000204304","n5197","ND","CS5","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000197056","n5198","ND","CS6","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000113068","n5199","NE","CS2","NE","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","E","NE",NA
"ENSG00000118816","n5200","ND","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000186591","n5201","ND","CS4","NE","NE","NE","NE","NE","NE","CS1","CS1",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000113494","n5202","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000274131","n5203","ND","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"ND","ND",NA,"NE","NE","NE"
"ENSG00000128645","n5204","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000126067","n5205","NE","CS0","E","E","E","E","E","E","CS0","CS0",NA,"ND","ND","E","E","E",NA
"ENSG00000134121","n5206","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000165995","n5207","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000198160","n5208","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000165138","n5209","NE","CS6","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000142945","n5210","NE","CS2","NE","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","NE","NE","NE"
"ENSG00000205981","n5211","NE","CS4","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000172977","n5212","NE","CS0","E","E","NE","NE","E","E","CS1","CS1",NA,"E","E","E","NE","NE","NE"
"ENSG00000145555","n5213","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000039139","n5214","NE","CS6","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000184937","n5215","NE","CS9","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000164654","n5216","E","CS0","E","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","NE","NE","NE"
"ENSG00000147889","n5217","NE","CS3","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000277258","n5218","ND","CS4","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"ND","ND","E","NE","NE","NE"
"ENSG00000175582","n5219","NE","CS7","NE","NE","NE","NE","NE","E","CS3","CS3",NA,"E","E","NE","E","NE","NE"
"ENSG00000149600","n5220","ND","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000168040","n5221","NE","CS9","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"E","E","E","NE","NE","NE"
"ENSG00000055130","n5222","ND","CS0","E","E","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","NE","NE",NA
"ENSG00000147604","n5223","NE","CS0","E","E","E","E","E","E","CS0","CS0",NA,"ND","ND","E","E","E","NE"
"ENSG00000006210","n5224","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE",NA
"ENSG00000180772","n5225","NE","CS7","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000137309","n5226","NE","CS1","NE","NE","NE","NE","E","E","CS1","CS1",NA,"E","NE","E","NE","NE","NE"
"ENSG00000116128","n5227","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000206052","n5228","ND","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000122203","n5229","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000100139","n5230","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000145864","n5231","E","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000102753","n5232","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000134250","n5233","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000113522","n5234","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000162521","n5235","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","NE","E","NE"
"ENSG00000124733","n5236","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000171564","n5237","ND","CS5","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000273079","n5238","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000138802","n5239","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000126756","n5240","NE","CS0","E","E",NA,NA,NA,NA,NA,NA,NA,"E","E","E","NE","E",NA
"ENSG00000131115","n5241","ND","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000161202","n5242","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000188394","n5243","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000070476","n5244","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000282003","n5245","NE","CS0","E","NE","NE","E","E","E","CS0","CS1",NA,"ND","ND",NA,"E","E",NA
"ENSG00000096401","n5246","NE","CS0","E","E","E","E","E","E","CS0","CS0",NA,"ND","ND","E","E","E",NA
"ENSG00000174744","n5247","NE","CS1","E","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000140280","n5248","NE","CS9","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000113262","n5249","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000049167","n5250","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000214063","n5251","E","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000004766","n5252","NE",NA,NA,NA,"NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE",NA,"NE"
"ENSG00000130706","n5253","NE","CS0","E","NE","NE","NE","NE","NE","CS2","CS2",NA,"E","E","E","NE","NE","NE"
"ENSG00000175745","n5254","NE","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000005379","n5255","E",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000152464","n5256","NE","CS0","E","NE","NE","NE","NE","NE","CS1","CS1",NA,"NE","NE","E","NE","E","NE"
"ENSG00000169567","n5257","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000075151","n5258","ND","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000273873","n5259","NE","CS1","E","NE","NE","NE","E","E","CS1","CS1",NA,"ND","ND",NA,"NE","NE","NE"
"ENSG00000113070","n5260","ND","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000214193","n5261","NE","CS3","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000105894","n5262","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000173011","n5263","NE","CS0","E","NE","NE","NE","NE","NE","CS9","CS9",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000167522","n5264","NE","CS1","E","NE","NE","NE","NE","NE","CS2","CS2",NA,"E","NE","E","NE","NE","NE"
"ENSG00000102974","n5265","E","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E","NE"
"ENSG00000029725","n5266","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000062725","n5267","E","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000137094","n5268","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000085063","n5269","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000185245","n5270","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000188211","n5271","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000254999","n5272","NE","CS8","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"E","NE","E","NE","NE",NA
"ENSG00000135363","n5273","NE","CS0","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000203879","n5274","NE","CS8","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE",NA
"ENSG00000100852","n5275","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000105723","n5276","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"E","NE","E","NE","NE","NE"
"ENSG00000114315","n5277","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000113810","n5278","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E","NE"
"ENSG00000132141","n5279","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000160791","n5280","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000177575","n5281","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000091972","n5282","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000178053","n5283","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000176108","n5284","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E",NA
"ENSG00000112237","n5285","NE","CS2","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000109079","n5286","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000130159","n5287","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000156650","n5288","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"ND","ND","E","NE","NE","NE"
"ENSG00000106615","n5289","NE","CS1","E","NE","NE","E","E","E","CS0","CS1",NA,"NE","NE","E","NE","E","NE"
"ENSG00000124688","n5290","NE","CS0","E","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","NE","E","NE","E",NA
"ENSG00000117091","n5291","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000181392","n5292","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000188554","n5293","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000185619","n5294","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000065135","n5295","NE","CS3","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000165795","n5296","ND","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000168961","n5297","NE","CS5","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000165169","n5298","NE","CS8","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","E","NE","NE",NA
"ENSG00000091129","n5299","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000150764","n5300","NE",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000100632","n5301","E","CS0","E","E","E","E","E","E","CS0","CS0",NA,"ND","ND","E","E","E",NA
"ENSG00000013016","n5302","NE","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000187735","n5303","ND","CS1","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000198799","n5304","NE","CS5","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000117751","n5305","NE","CS1","E","NE","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E",NA
"ENSG00000167244","n5306","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000157911","n5307","NE","CS1","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000150510","n5308","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000172795","n5309","NE","CS1","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000137575","n5310","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000108511","n5311","NE","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000168884","n5312","NE","CS3","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000127838","n5313","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000113966","n5314","E","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000188636","n5315","NE",NA,NA,NA,"NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","E","NE",NA,NA
"ENSG00000107816","n5316","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000160783","n5317","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E",NA
"ENSG00000127948","n5318","NE","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE",NA
"ENSG00000176986","n5319","NE","CS5","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000266412","n5320","NE","CS4","NE","NE","NE","NE","NE","E","CS1","CS1",NA,"E","E","E","NE","NE","NE"
"ENSG00000139546","n5321","ND","CS1","E","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE",NA
"ENSG00000157557","n5322","NE","CS8","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000107447","n5323","NE","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000135439","n5324","NE","CS2","E","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000132466","n5325","NE","CS5","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000137486","n5326","NE","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000120616","n5327","NE","CS8","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000071655","n5328","NE","CS3","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000161921","n5329","NE","CS2","E","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE",NA
"ENSG00000184368","n5330","NE","CS9","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE",NA
"ENSG00000111605","n5331","NE","CS1","E","NE","NE","E","E","E","CS0","CS1",NA,"E","E","E","NE","NE",NA
"ENSG00000114784","n5332","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000132153","n5333","NE","CS0","E","E","NE","NE","NE","NE","CS3","CS3",NA,"E","NE","E","NE","NE","NE"
