name,label
UNK,CS4
TMEM8B,CS4
FADS2,CS4
TMEM25,CS6
SEC62,CS2
CCDC159,CS6
PLEKHG4,CS5
SCYL1,CS1
GPAT4,CS5
EGFL7,CS4
ANKS3,CS6
RBM11,CS3
COL26A1,
CCDC22,CS3
NFATC2IP,CS3
MRGPRX1,CS4
NBPF11,
RGS9,CS6
PDE4B,CS5
NXF5,CS5
GRIK4,CS6
MAGEA9,
KLHL14,CS6
CRYGD,CS2
SERP1,CS4
RPUSD4,CS2
CDYL2,CS6
NAA20,CS1
RAB3D,CS5
NSMCE2,CS1
HSPB6,CS5
IL24,CS6
NHS,CS5
LBH,CS5
TMEM67,CS6
CHRNA5,CS5
ATP6V1D,CS0
STK33,CS6
CWC22,CS0
KANK2,CS6
GOT1L1,CS7
PNPLA6,CS4
SPATA31A7,
AP3M2,CS4
PIP4K2A,CS5
TOR4A,CS4
KCMF1,CS0
LEMD3,CS4
CDH16,CS6
FBXL22,CS6
RMND5A,CS3
EPB41L5,CS5
DGKA,CS4
LRCH1,CS6
SMARCAL1,CS5
IL23A,CS5
DNAJB14,CS6
SORCS1,CS6
TYMP,CS5
NOX5,CS6
SLC6A2,CS5
TRAPPC10,CS6
TRAPPC1,CS0
TRAPPC5,CS0
TRAPPC6B,CS4
TRAPPC3L,CS6
MMADHC,CS5
MMACHC,CS4
VPS53,CS2
VPS54,CS1
KRT86,
KRT83,CS3
KRT32,CS5
PSTPIP2,CS5
SEMG2,CS7
TUBAL3,CS7
CASS4,CS4
PEAK1,CS6
ASAP3,CS4
KRT38,CS7
KRT37,CS6
KRTAP9-3,
AAK1,CS3
DIS3L,CS3
ZNF598,
KRTCAP2,CS3
TUBGCP6,CS1
CYBB,CS5
ACKR3,CS6
PCDHB10,CS5
ATP5MC2,CS2
OSTC,CS1
OCA2,CS5
GPR21,CS6
FAM111B,CS6
EMC7,CS1
WDR83OS,CS3
RIOK2,CS0
SPINDOC,CS4
DDX60,CS7
ODF3L2,CS7
SWI5,
CD244,CS4
H3-5,
TRHDE,CS4
CRYBA1,CS4
MIP,CS4
HTRA1,CS6
PON1,CS4
AIG1,CS5
FGD3,CS6
KCNK18,CS5
PPP1R16B,CS5
PRSS2,
SLC18A2,CS6
PAIP2B,CS5
TSFM,CS2
GNS,CS6
H6PD,CS5
NAGLU,CS3
PRCP,CS5
B3GALNT2,CS5
CACHD1,CS5
EDEM3,CS4
GGCX,CS2
MYORG,
LMF2,CS6
LRIG2,CS3
NAGA,CS5
NCLN,CS4
PXDN,CS6
SGSH,CS5
TCTN3,CS5
TTC13,CS5
USP51,CS4
MAGEC1,CS5
ECHDC2,CS3
PRB1,
PDE10A,CS6
SZT2,CS4
PGLYRP1,CS4
MSH5,CS6
IL33,CS7
CNRIP1,CS5
RAB26,CS5
BDH2,CS4
MT-RNR1,
CISD1,
RNF151,CS5
DUSP26,CS5
FPR1,CS6
PACRG,CS6
ATP6V0A1,CS3
ATP6V1B2,CS0
ATP6V1C1,CS1
MYO3B,CS3
PLBD1,CS5
TACSTD2,CS5
TMEM192,CS6
LSP1,CS5
SMTNL2,CS4
TPRXL,
AKNAD1,CS4
ZNF706,CS3
GIMAP4,CS7
C1orf131,CS0
BOD1,CS4
TOX2,CS6
PRR15,CS4
TBC1D10C,CS3
C1orf87,CS4
TMA7,
CWF19L2,CS1
ZFYVE27,CS3
ZMYM5,CS5
CARNMT1,CS5
CSAG1,CS6
CLIP4,CS7
PPP1R32,CS4
PP2D1,CS6
DIRAS1,CS6
HINT2,CS5
C9orf43,CS5
C12orf65,
RITA1,CS4
PTTG2,CS6
ATAT1,CS5
FAM126B,CS5
CCDC190,CS5
CASZ1,CS4
OAS2,CS5
NAA80,CS4
C6orf201,CS6
FDX2,CS1
MRPL34,CS1
BUD31,CS0
FAM53A,CS5
SERPIND1,CS5
TIGD1,CS0
SASH3,CS7
TASP1,CS4
LRRC8D,CS6
FAM32A,CS1
RASL12,CS4
C1orf115,CS6
ZGRF1,CS3
CDKL3,CS5
OR2W1,
RPUSD2,CS4
C11orf52,CS6
EPB41L4A,CS4
ARHGAP24,CS4
DCLK1,CS4
PDZD4,CS4
CPLX2,CS6
PDE6H,CS4
ANKRD50,CS5
C2orf49,CS2
ETV3,CS4
GBA2,CS5
DDX43,CS3
ZNF365,CS5
IQCH,CS6
LYRM7,CS5
LOC541472,
EEPD1,CS6
AGPAT3,CS5
DYNLRB2,CS6
GLRX5,CS2
UTP23,CS1
ROPN1L,CS3
ZNF684,CS3
PLEKHO2,CS5
ZNF22,CS5
TBCC,CS1
HS3ST1,CS6
DPY19L2P1,
MRPL35,CS1
ZNF2,CS5
DENND6B,CS6
FAM133B,CS1
LMNTD1,CS5
COX6A2,CS4
ZNF574,CS1
MND1,CS6
ALDH4A1,CS5
DDHD2,CS7
ULK4,CS6
TEPSIN,CS2
DUS3L,CS6
SPX,CS5
CCDC60,CS5
KCNN3,CS6
DCDC2,CS4
ADAT2,CS1
TWF1,CS1
OLFML2A,CS6
ANKS6,CS2
CAPNS2,CS6
ECHDC1,CS6
ZMAT4,CS6
OCEL1,CS7
IL15,CS6
VCY1B,
TSPY2,
ACAD10,CS5
FGF16,
CCDC15,CS7
SYCP2L,CS5
PLA2G4D,CS4
C3orf36,CS4
AAMDC,CS5
CMAS,CS5
TSSK2,CS6
FSD1L,CS5
ZRSR2,CS0
PLAAT5,CS4
KCNK5,CS7
HMBS,CS4
C14orf93,CS5
LETM2,CS5
CMTM2,CS5
HIC2,CS6
SPATA4,CS6
CDCA7,CS5
ZNF343,CS6
CAVIN4,CS6
KANSL2,CS1
ZSCAN5A,CS6
LOC554207,
CLDN16,CS6
ABHD11,CS2
TCRg,
FAM90A1,
TICRR,CS0
TMOD2,CS5
TTC23,CS6
GPAM,CS5
CCZ1B,
MUCL3,CS6
ANKS4B,CS6
DZIP1L,CS6
NIM1K,CS6
NNMT,CS7
CPEB1,CS4
PRSS33,CS6
OARD1,CS4
SLFNL1,CS3
C18orf21,CS2
GIMAP5,CS7
POMZP3,
SOX7,CS6
GPN2,CS0
SPATS2,CS6
KLHL32,CS5
TEX44,CS4
WWC3,CS7
METTL2B,
LETMD1,CS6
TSKS,CS5
ATPAF2,CS5
C22orf46,CS4
ANKRD36BP1,
ETNPPL,CS4
TMEM53,CS2
SLCO2B1,CS5
CCL26,CS4
PCDHGA12,CS4
MARS2,CS1
PCK2,CS4
SUSD3,CS6
IMUP,
BHLHB9,CS4
NEK11,CS5
IL26,CS6
IGSF10,CS6
PPP1R17,CS7
VWA5A,CS7
FAAH2,CS6
GNAT2,CS4
FAM50A,CS2
RASA3,CS6
BHMT2,CS5
IFT81,CS5
OR7A5,
DGCR6,CS5
GIMAP8,CS4
NPL,CS5
C11orf71,CS5
TAFA4,CS5
C11orf53,CS5
DTWD1,CS5
GSTA3,CS4
MTMR14,CS6
C11orf45,CS6
IL18RAP,CS5
MROH8,
TEX2,CS5
MOBP,CS6
TET3,CS4
OR4D6,
TOMM5,CS4
ZNF720,
HBD,
IGSF6,CS5
NMNAT1,CS3
LURAP1L,CS7
GPR78,CS6
LIPT1,CS4
HIGD2A,CS2
TERB2,CS6
EOGT,CS5
INKA1,CS4
GPATCH1,CS2
SLC35B1,CS0
PRICKLE2,CS5
HINT3,CS5
FAM47B,CS6
ARMC9,CS6
HMBOX1,CS6
EP400P1,
TP53TG5,CS6
C3orf20,CS6
RAB43,CS3
KIAA1143,CS1
CD300LF,CS5
TMEM126B,CS6
ALKBH7,CS5
PARVG,CS7
WARS2,CS2
GATD3B,
GATD3A,
LFNG,CS5
CCDC144NL,CS3
KCNMB2,CS6
TCEANC2,CS4
MSMB,CS5
CCDC40,CS4
CRACR2B,CS5
ACTL7B,CS5
IL7,CS5
CIART,CS3
GPR61,CS2
WDR88,CS3
PTGDR,CS5
CGB3,
TPRA1,CS4
ERVFRD-1,
ORMDL1,CS6
BAALC-AS2,
GAL3ST1,CS4
TBX22,CS6
NME8,CS4
GTDC1,CS5
RETSAT,CS4
RXFP3,CS5
ALDH8A1,CS5
KIAA0825,CS6
MRAP2,CS6
CAMKK1,CS5
DSCR9,
C15orf39,CS6
GAGE1,
POMGNT2,CS5
DEFA6,CS6
PCDHGC3,CS4
CERK,CS6
WASH3P,
CCDC28B,CS4
SNX21,CS6
GNLY,CS5
PCDHA7,CS5
SERAC1,CS5
TPMT,CS6
STOML1,CS3
C19orf18,CS5
DNAJC12,CS4
GRAMD4,CS6
ETFB,CS4
PCDHGC5,CS4
RAB38,CS6
KIAA1841,
NMNAT2,CS6
OPA3,CS5
CD300LB,
PUS7L,CS5
C7orf31,CS6
HMGB4,CS5
NECAB1,CS5
REG1A,CS5
ADAD2,CS5
CAPSL,CS7
SPAG6,CS5
NAT2,CS5
NDUFS4,CS5
VIPR2,CS5
ZKSCAN1,CS5
NUDT9,CS6
IFNW1,CS4
C3orf62,CS4
SPIC,CS3
KCNE5,CS6
L3MBTL4,CS6
CDPF1,CS4
GSDMB,CS3
TSNAXIP1,CS5
P2RX6,CS6
SRARP,CS5
VASH2,CS6
ACAA2,CS5
YPEL3,CS3
TIGAR,CS5
C6orf118,CS6
ADH4,CS5
RSPH3,CS6
CDKL2,CS5
RD3,CS6
TSPAN5,CS5
MPI,CS5
CCIN,CS4
RSPH10B2,
SUN5,CS5
CLDN20,CS7
FGFBP2,CS6
CIAO3,CS0
ISOC2,CS5
R3HDML,CS6
OXSM,CS4
MCTP2,CS6
FAM151A,CS5
MCEE,CS4
BDH1,CS5
INPP5B,CS3
DNAH14,CS5
GNRH2,CS6
HBG2,
MMP12,
RBPJL,CS4
HAVCR2,CS6
LINGO2,CS6
RAB28,CS6
ST3GAL6,CS5
C1orf112,CS6
FITM1,CS5
ZDHHC7,CS5
IRGC,CS5
FAM160B2,
KIAA0513,CS5
TMEM175,CS6
ATL3,CS5
SSH3,CS5
DAPK2,CS4
COA5,CS3
PRXL2A,CS5
ROR1,CS6
KLK9,CS5
JAGN1,CS5
STARD10,CS5
MAB21L2,CS6
SPATA7,CS6
DNAAF2,CS4
KISS1,CS3
GLB1L,CS4
TLL1,CS6
ART4,CS5
METTL8,
FAM3B,CS6
SNURF,CS5
SIX2,CS7
CHID1,CS5
GGCT,CS5
MRPL52,CS4
NME6,CS3
TBCK,CS6
RNASE11,CS5
MYL10,CS7
TMEM35A,CS7
TTLL6,CS4
RABL3,CS6
METTL25,CS5
LOC554223,
TMOD4,CS4
CFHR2,
TCP11L2,CS6
ZNF75A,CS4
FCGR3A,CS5
NTM,CS5
SH3BGRL3,CS4
SLC17A5,CS6
VAT1L,CS5
PARP15,CS5
GPR12,CS6
TBC1D21,CS7
PIGG,CS8
UGT1A10,CS4
CXCL14,CS4
PTGIS,CS4
GTPBP8,CS4
NDUFAF7,CS3
SPINK6,CS6
TMEM255A,CS5
IFNA16,CS5
MSI1,CS6
CYP20A1,CS6
ANKRD45,CS6
NMRK1,CS4
CACNG3,CS5
NXPE3,CS4
HCP5,
DHRSX,CS5
ACYP1,CS5
DGLUCY,CS6
MOGAT3,CS4
KRTAP10-7,
RAPGEFL1,CS4
DRAM1,CS5
ACTL7A,CS4
HPGD,CS7
ARFGAP3,CS6
KYAT1,CS5
P2RY2,CS4
CATIP,CS6
SEPTIN12,
GIMAP6,CS5
OCIAD2,CS6
CHAC2,CS6
CNDP1,CS6
PAXX,CS4
OLFM4,CS5
NLN,CS6
FAM200A,CS4
ACBD4,CS4
SPEG,CS6
ODF4,CS5
LSMEM2,CS4
PLAAT1,CS5
IFNA5,CS4
TMEM267,CS6
FSIP1,CS6
MYL1,CS6
VSIG4,CS6
CEACAM6,CS3
ATRAID,CS4
IFNA8,CS6
DMAC1,CS5
NAAA,CS5
HIKESHI,CS2
PASD1,CS6
ZNF322,CS2
PDZD9,CS6
KCNJ10,CS4
BSND,CS4
SERTM1,CS5
RETREG1,CS5
LSMEM1,CS6
CFAP299,CS5
PIGO,CS2
CLEC2B,CS7
TMEM183A,CS1
SCAND2P,
LPAR3,CS4
CST2,CS5
C1orf105,CS4
MAIP1,CS6
EVI2A,CS4
PDYN,CS5
SPRR4,CS6
PLA1A,CS5
STOML3,CS6
FAM3A,CS6
ANGPTL7,CS5
CRIPAK,CS8
CYP2C8,CS6
CYP2C18,CS5
RNLS,CS5
LIPF,CS5
SWSAP1,CS5
RETN,CS6
TIMM29,CS1
OXCT1,CS6
ANKH,CS5
FXYD7,CS7
ZNF558,CS5
SCAMP5,CS5
HPS1,CS4
TOR3A,CS4
ADIPOR2,CS5
PIGU,CS4
EEF1E1,CS4
NDUFB7,CS3
TIMM10,CS0
TIMM9,CS1
TOMM7,CS4
NDUFB5,CS3
NDUFB10,CS1
IMPDH1,CS2
METTL3,CS1
METTL14,CS1
UQCR11,CS3
UQCRFS1,CS1
MAGT1,CS5
PRPF18,CS1
CWC27,CS5
TMED9,CS4
MAT1A,CS4
SURF1,CS4
TCIRG1,CS5
ACTR10,CS0
FBXL20,CS4
NEMF,CS4
CSGALNACT1,CS5
PIEZO1,CS4
GON4L,CS2
MAN2B1,CS6
RHBDD2,CS6
RPLP0P6,
SPR,CS5
SULT1A1,CS4
TMEM177,CS5
TMEM9,CS5
MPLKIP,CS4
THTPA,CS6
ZNF830,CS0
RNASEH2A,CS2
RNASEH2C,CS2
RNASEH2B,CS5
EIF2S3B,
ZFYVE19,CS6
C12orf57,CS7
CAVIN3,CS6
SERINC1,CS6
RBM19,CS0
TMEM126A,CS5
FAM3C,CS6
OR4S2,
UQCRFS1P1,
PCDHA2,CS4
RBM27,CS4
CYSTM1,CS6
UQCR10,
NIT2,CS4
QSOX2,CS4
MPV17,CS4
KYNU,CS4
PPT2,CS3
SEPHS2,CS0
LACTB2,CS5
PALM2,
ZNF518B,CS5
ZC3H4,CS4
FUT8,CS6
NDUFAF4,CS2
DHODH,CS3
UQCC3,CS2
ERMAP,CS3
MSLN,CS7
MRPL57,CS1
SLC25A46,CS4
RNASET2,CS5
NENF,CS4
LRRC45,CS3
HSP90AB3P,
SNRPGP15,
TBC1D13,CS4
TPP1,CS6
PLPP1,CS6
HMGCS1,CS0
NAA40,CS3
ALDH5A1,CS5
ACOT1,CS8
EPHX1,CS5
NUDT19,CS6
FAM162A,CS4
SLC12A4,CS5
CHAMP1,CS4
GATC,CS2
ZBTB8B,CS4
RNF214,CS4
STXBP2,CS5
HPDL,CS4
SNX8,CS6
PANK4,CS6
THUMPD2,CS5
ZNF606,CS4
PDE6A,CS6
SLC25A24,CS4
HMCN1,CS3
SLC27A2,CS4
GPRC5A,CS5
SMIM20,CS6
TMEM14B,CS5
ZFYVE21,CS7
SNX12,CS6
THUMPD1,CS3
ZNF454,CS6
TRPM8,CS4
ZDHHC5,CS5
SPTY2D1,CS5
RAB6C,
SFXN2,CS4
TIMM10B,CS6
POC1A,CS2
TKFC,CS5
DPP7,CS4
WRAP53,CS4
NUBP2,CS1
ZNF316,
PPIP5K2,CS3
CDA,CS6
RC3H1,CS4
MDP1,CS4
PLEK2,CS5
MT1A,CS3
MTCH1,CS4
CTSC,CS8
MAN2A1,CS5
PTDSS2,CS5
FOLR1,CS6
GSTT1,
FPGT,CS6
NT5DC1,CS4
TGDS,CS6
CROT,CS6
LRRC57,CS4
PIPSL,
PHKA1,CS5
NUP35,CS2
KATNAL2,CS7
OR8B2,
TTC41P,
POGLUT1,CS4
HNRNPA1L2,CS1
NDUFAF2,CS3
ERI3,CS5
GLO1,CS5
RANBP17,CS6
DPYD,CS5
SARDH,CS4
IPPK,CS2
HSP90AA5P,
PGRMC2,CS6
MRPL30,CS4
ZWILCH,CS2
BPNT2,CS4
HSP90AA4P,
MGAT4B,CS5
NAPRT,CS5
CD1A,CS4
OVCA2,CS3
CDC123,CS0
UNC119B,CS5
MROH2B,CS6
NDST1,CS6
CPEB4,CS5
TMBIM1,CS4
FIGNL1,CS5
PMS2P1,
DDTL,
YIF1B,CS5
HEATR5A,
ITPA,CS4
TNFAIP2,CS6
L3HYPDH,CS4
TIMM23B,
MRPS36,CS2
MICOS13,CS3
IFT46,CS5
SCAI,CS6
TTC39C,CS6
PCYOX1,CS5
PTGR1,CS4
SLC26A2,CS6
MAU2,CS1
PNLIPRP2,
CACNA2D1,CS4
XYLB,CS6
SORCS3,CS5
MFF,CS4
IFT22,CS4
PRR12,CS8
CRYZL1,CS5
METTL26,CS5
DENND5B,CS4
DENND2D,CS4
SLC30A1,CS6
PTER,CS7
PLBD2,CS6
ALOX15B,CS6
GPD2,CS5
TMEM179B,CS4
RABGGTA,CS0
EHBP1L1,CS4
LDHAL6B,CS6
RCCD1,CS6
HEBP1,CS6
AHNAK2,CS6
SLC2A14,CS5
ULK3,
LTV1,CS1
SLC38A5,CS6
BLVRB,CS6
HOXC10,CS3
HDHD2,CS6
SLFN5,CS5
SH3BGRL2,CS6
PREB,CS0
RPE,CS1
LMBRD1,CS6
NSUN5,CS4
SNX25,CS4
TNS3,CS1
TNN,CS6
CCDC68,CS5
TRNT1,CS0
PDXP,CS5
PMM2,CS3
TAGLN3,CS4
PPAT,CS1
TCHHL1,CS4
SULT1A4,
PPIAL4A,
PCSK4,CS6
APH1B,CS4
LBX1,CS5
SMG8,CS2
SMG9,CS6
BUD13,CS1
ARFGAP2,CS6
BRI3BP,CS4
THEM6,CS6
GPR50,CS6
CDS1,CS5
ZNF626,
NKX2-3,
ZNF3,CS5
IDI1,CS3
TMEM248,CS4
PCYT1A,CS1
MICAL3,CS5
ZSCAN21,CS5
TATDN2,CS5
CABYR,CS6
PILRB,CS3
ITIH5,
ANKRD26,CS7
MRM2,CS3
PCOLCE,CS5
CHST10,CS4
C2orf42,CS4
ACSL1,CS5
MT-CO3,
ALMS1,CS4
B9D1,CS4
MRPS18C,CS2
WBP1L,CS5
OXR1,CS4
OGFOD1,CS4
UFSP2,CS2
VKORC1,CS6
BBOF1,CS5
ZFAND2A,CS7
RPS19BP1,CS1
AGAP4,
VAMP5,CS7
PDZD11,CS4
RADX,CS6
DEPDC1B,CS6
XAGE1B,
MRPL33,CS1
SCCPDH,CS6
CYB5R4,CS2
CATSPERG,CS4
PGGHG,CS4
TM2D3,CS4
TMEM120A,
BTBD16,CS6
COMTD1,CS3
SPATA18,CS6
MTIF3,CS4
SELENOV,CS6
CARMIL2,CS5
NOP9,CS1
GALNTL5,CS4
ZNF568,CS5
ZNF625,CS5
ZNF773,CS6
BGLAP,CS3
ZNF569,CS5
ZNF324B,CS4
ZNF585A,CS6
ZNF620,CS6
ZNF688,CS4
ZFP82,CS7
ZNF552,CS7
ZNF518A,
NCKAP1L,CS5
ZBED4,CS5
ACAD8,CS6
B4GAT1,CS4
INSYN1,CS5
CLMN,CS6
NAPEPLD,CS6
ZDBF2,CS5
SRSF12,CS6
SPIN2A,
POTEJ,
SNX14,CS5
PCDH10,CS5
R3HDM4,CS6
ZNF716,CS6
ZNF705G,
SNRNP25,CS0
RTTN,CS2
OTOG,CS6
OR7G3,
NT5C1B,CS6
NEK8,CS5
CRACD,CS4
ISX,CS7
ERVK13-1,
GARNL3,CS6
FETUB,CS4
ECE2,
DNASE2B,CS5
DMBX1,CS6
CDY1,
CEP83,CS5
ZCWPW2,CS4
BTD,CS6
ZNF792,CS5
HYDIN,CS4
C8orf34,CS5
RGPD3,
TTC36,CS5
ANKRD30A,CS5
PRR23B,CS4
NDC1,CS1
TBXAS1,CS5
ANGPTL3,CS4
NBPF12,
NBPF14,
NBPF10,
NBPF8,
NBPF9,
NBPF1,
ZNF213,CS4
CDH22,CS4
WFDC8,CS5
KIAA0586,CS4
DNAH7,CS4
ORAI1,
OTUD6A,CS6
CERCAM,CS4
ACAP2,CS6
DCUN1D5,CS5
ARRDC4,CS5
ADH1B,CS4
CFAP43,CS5
CLN8,CS7
SELENOK,CS3
TMEM107,CS5
TMEM128,CS5
ERAP1,CS5
SOX10,CS3
WNK3,CS5
TSC22D2,CS1
TULP3,CS6
PHLDB3,CS5
CIDEC,CS3
VPS50,CS3
DUSP9,CS5
HS1BP3,CS4
HSP90B2P,
RELCH,CS5
DDIAS,CS6
CIP2A,CS3
FGL1,CS6
HAMP,CS1
HPR,CS6
APOC4,CS6
TMEM176A,CS5
TMEM45B,CS6
HSD17B7,CS4
IFITM3,CS0
PPA2,CS3
TMEM230,CS2
ZCCHC24,CS6
TMEM242,CS3
CCDC167,CS5
METTL7B,CS4
MSRB1,CS4
APOC1,CS3
TMEM35B,CS5
SLC15A3,CS5
KCNK17,CS6
APOC3,CS5
CCDC12,CS2
CLDN10,CS6
PCDH1,CS5
HDC,CS5
ACOX2,CS4
ACOX3,CS6
EHHADH,CS5
AMACR,CS6
CRAT,CS4
DAO,CS5
HAO1,CS7
HAO2,CS2
PAOX,CS4
MLYCD,CS5
BAAT,CS6
ACOT4,CS5
RPGRIP1L,CS6
LTC4S,CS6
ALOX5AP,CS6
KCNQ4,CS4
SV2A,CS4
SLC6A13,CS5
TP53I11,CS5
TCTA,CS5
CDIP1,CS4
DOCK5,CS5
CDRT15P3,
SLC25A51,CS5
SLC4A2,CS6
PLEKHB1,CS4
BAALC,CS6
UHRF1BP1L,CS5
CFAP52,CS6
ADD3,CS6
MAGEB6,CS6
H2AP,CS7
OPCML,CS7
ANKRD13C,CS5
PTGDR2,CS6
IGSF5,CS6
JAZF1,CS1
ABRA,CS5
CD274,CS7
DCBLD1,CS6
LOXL2,CS6
MELTF,CS5
ANKRD42,CS7
DYNLT4,CS3
TEX36,CS5
VSTM4,CS5
IFTAP,CS6
PPP1R35,CS4
C9orf50,CS4
SDR39U1,CS5
SPOCD1,CS4
TBC1D19,CS7
GSTM5,CS3
MON2,CS2
PPM1L,CS6
MINDY2,CS3
RIC3,CS6
PABPC5,CS5
SMPDL3A,CS5
CNMD,CS5
C1QC,CS5
SPEF2,CS5
FAM169A,CS5
KIAA0754,
MOCOS,CS6
KCNMA1,CS5
GJC2,CS6
CDCP1,CS7
IGHG2,
OR8D2,
OR2T6,
CACNA1I,CS6
APOA4,CS7
APOC2,CS4
CHKB,CS6
IGDCC4,CS5
HPX,CS6
FAM71E2,
OR3A2,
PF4V1,
PLA2G4F,CS5
PRSS3P2,
ZNF292,CS6
CLCA2,CS5
CAMTA1,CS6
SLC9A8,CS6
MYL4,CS3
MYLK3,CS7
FHOD3,CS6
MICALL2,CS6
XDH,CS5
XYLT1,CS5
MLIP,CS5
EID2B,CS6
GZMM,CS5
SLC5A3,CS4
APOBEC3D,CS5
APOLD1,CS6
SMAP2,CS5
LY6G5B,CS6
HBE1,CS7
ALDH1A2,CS5
PDXDC2P,
ZNF658B,
HSDL2,CS4
ATG4A,CS5
PSKH2,CS5
ACVR1C,CS5
PRKY,
ALPK1,CS6
DCLK2,CS6
STYK1,CS6
KLHL38,CS4
FBXO24,CS5
KLHL6,CS5
KCTD8,CS5
KLHL10,CS4
KLHL34,CS4
FBXL13,CS6
RAB40A,
AREL1,CS5
TRIM49,
KLHL29,CS6
FBXO40,CS5
ZBTB49,CS5
ASB17,CS5
TRIM73,
KCNA6,CS6
FOXD4L6,
DLX6,CS6
TFDP3,CS6
C20orf194,
DMRTA1,CS6
ZNF215,CS7
TSSK3,CS2
HIPK4,CS5
TSSK1B,CS6
PDIK1L,CS5
RPS6KL1,CS4
PIM3,CS5
MAP3K9,CS6
CAMK1G,CS6
STK32B,CS5
ZC3H8,CS0
SPATS2L,CS7
GGT1,CS2
NLRC5,CS5
PREX2,CS6
ZNF676,
S1PR5,CS4
IFIT1B,CS5
PCSK9,CS2
SHROOM2,CS7
APMAP,CS5
NME2P1,
LPCAT2,CS6
CRISPLD2,CS6
DTD1,CS5
ITGA11,CS4
GUK1,CS0
UBE3B,CS5
ANKAR,CS5
RAB3C,CS6
SVOPL,CS5
BPNT1,CS3
SPATA24,CS5
PCP4L1,CS4
TUBG2,CS2
MIER2,CS5
RCOR2,CS2
MIER3,CS4
ELMO2,CS1
FGD6,CS5
ARHGAP12,CS5
SH2D5,CS5
ODR4,CS2
GJA9,CS4
MTNR1B,CS5
BOLL,CS6
DZIP1,CS6
SPICE1,CS2
SLC23A3,CS6
KRBA1,
PDE3A,CS6
TFEB,CS5
CYP2A6,CS5
CYP2D6,CS6
HKDC1,CS5
ALDH3B1,
TXK,CS4
CLNK,CS5
DAPP1,CS6
ZNF107,CS6
MTMR11,CS4
MAN1A2,CS2
CSH1,
METAP1,CS1
CAMSAP1,CS4
VPS8,CS3
MACO1,CS6
ZNF557,CS6
ZSCAN4,CS6
ZNF587B,CS6
SVEP1,CS5
ERVV-1,
MAN1C1,CS4
MTMR10,CS6
PSG5,CS3
TFPI2,CS6
PSG3,CS5
PLCD3,
MORC4,CS7
TSKU,CS6
TRIM62,CS5
PPP1R26,CS5
CCDC181,CS4
PPP1R3B,CS7
KIF18A,CS1
CSRNP2,CS6
ZNF329,CS5
ST6GALNAC2,CS5
GMEB1,CS5
THAP2,CS5
ZBED5,
TENM3,CS5
RANBP6,CS6
ZNF41,CS7
ANTXR2,CS5
FAM161B,CS4
MAST4,CS5
INPP4A,CS5
ZNF510,CS5
TBX4,CS5
L1TD1,CS6
BCAT1,CS5
DGCR2,CS5
TMEM139,CS6
CCDC127,CS6
UGT1A1,CS6
RNF39,CS3
SLC25A20,CS3
GAGE12I,
GALC,CS5
CEP68,CS2
CAPN5,CS5
NT5C3B,CS4
FCGBP,
ABCC3,CS6
ELP6,CS1
PADI3,CS6
SDCCAG8,CS5
SCARA3,CS6
GRM5,CS5
FAM86B2,
HNRNPCL3,
ETFBKMT,CS6
METTL21A,CS5
VCPKMT,CS4
HSP90AB4P,
METTL21C,CS6
METTL22,CS7
RAB1C,
CD320,CS5
FCGR2C,
UNC45B,CS4
ELOVL7,CS7
FAM92A,
MPPED2,CS6
EFHC2,CS5
CCDC148,CS4
GPBP1,CS5
GP9,CS5
APLN,CS7
LRRC61,CS7
B3GNT9,CS4
FSTL1,CS5
AEN,CS5
TEX264,CS4
TRANK1,CS5
RTL9,CS6
TOPAZ1,CS5
HMGN5,CS5
ZNF717,
CCDC51,CS3
BCL9L,CS5
NOX1,CS4
PTGES,CS5
ZSWIM7,CS4
GPX3,CS6
DNA2,
DPH2,CS2
ZNF536,CS4
WDR41,CS5
RBMXL3,CS7
ALG1,CS0
HES5,CS5
CALCA,CS4
HSCB,CS1
BBS7,CS5
SLC6A12,CS5
SLC5A6,CS5
NAT1,CS6
ADAMTS6,CS5
ADGRB3,CS4
C3AR1,CS6
FAM189B,CS3
SLC1A7,CS5
GLS2,CS5
IL9,CS6
KCNJ15,CS7
MAS1,CS6
SLC16A7,CS4
TRBV12-3,
ATP6V0B,CS0
SLIT3,CS7
GPT,CS6
GZMH,CS2
CDX1,CS7
BTN3A1,CS6
BTNL8,CS5
CD160,CS5
CD300LD,CS7
CARTPT,CS4
CEACAM7,CS7
JAML,CS7
ESAM,CS6
FCRL4,CS5
IGSF11,CS6
NECTIN4,CS4
MPZL2,CS5
MPZL3,CS6
TIGIT,CS5
SIGLEC8,CS6
CHD9,CS5
KLK6,CS5
LAMTOR4,CS1
ECEL1,CS4
FBXO15,CS6
PLA2G4B,CS5
TNFSF12,CS5
SERPINA12,CS4
H2BS1,
LRCH3,CS4
CTNNA2,CS5
MT1M,
SMPDL3B,CS6
ADIPOQ,CS7
OST4,
ATP8A1,CS6
ATP8B1,CS6
ATP11A,CS5
ATP11B,CS4
ATP11C,CS6
TMEM30B,CS5
LMF1,CS6
CALML6,CS4
GABPB2,CS3
PRKACG,CS4
DBH,CS5
CDS2,CS4
STRA6,CS6
SLC35B2,CS4
ARHGAP36,CS7
STK10,CS5
H2BC9,CS1
H2BC18,
TUBE1,CS2
YBX2,CS6
UNC5C,CS6
IMPG1,CS6
TEX15,CS6
C8orf74,CS7
ODAD3,CS7
